sorting	itemID	organismID	materialSampleID	institutionCode	collectionCode	fullCatalogNumber	catalogNumber	rightsHolder	coremaBasisOfRecord	informationWithheld	recordedBy	sex	lifeStage	preparations	disposition	eventDate	country	stateProvince	county	locality	minimumElevationInMeters	decimalLatitude	decimalLongitude	identificationRemarks	identifiedBy	dateIdentified	typeStatus	scientificName	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	materialSampleType	concentration	concentrationUnit	associatedMedia
284	urn:uuid:081a6f9e-5339-4587-ad28-3d342db6cdc9	urn:uuid:99c1075e-9f45-5a99-acbe-406763b06320	urn:uuid:081a6f9e-5339-4587-ad28-3d342db6cdc9	NHMO	BI	NHMO-BI-87221/1-P	87221	Natural History Museum, University of Oslo, Norway	PreservedSpecimen			Male		Study skin	Existing	1887-10	Italy			Cagliari, Sardinia, Italia					Mus. Fir. 1888	1887-10		Sturnus unicolor Temminck, 1820	Passeriformes	Sturnidae	Sturnus	unicolor		species	Temminck, 1820	Dry	Study skin						Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14215731&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14215732&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14215733&type=jpeg
285	urn:uuid:fdaa6759-f0c1-43aa-af93-e596b04f472f	urn:uuid:9a8eb34b-cb5c-51d8-982c-d50e41e456ba	urn:uuid:fdaa6759-f0c1-43aa-af93-e596b04f472f	NHMO	BI	NHMO-BI-103422/1-O	103422	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Rowe, Melissah	Male	Adult	Skull (cranium and mandibles/beak)	Existing	21.05.2016	Italy	Apulia		Masseria Montanari III		41.91021	15.853607		Rowe, Melissah	21.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Skull (cranium and mandibles/beak)		Bjerke, Bjørn Aksel	2019			Specimen			
286	urn:uuid:e155540c-7594-4f04-81d6-679c6fd6ad69	urn:uuid:9bc3aa35-e98f-56d6-a00c-7c646b074a68	urn:uuid:e155540c-7594-4f04-81d6-679c6fd6ad69	NHMO	BI	NHMO-BI-27575/1-B	27575	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	Female	Adult	Blood	Existing	10.03.2011	Portugal	Madeira		Quiemadas		32.783833	-16.906306		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	10.03.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
287	urn:uuid:fc90f4a1-36bf-4ae7-ad3a-291168f1e1f7	urn:uuid:9bd661a1-cf03-514c-9641-eaac0d1301ba	urn:uuid:fc90f4a1-36bf-4ae7-ad3a-291168f1e1f7	NHMO	BI	NHMO-BI-88148/1-S	88148	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	21.05.2016	Italy	Apulia		Masseria Montanari		41.910222	15.853611		Rowe, Melissah	21.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	21.05.2016			Tissue			
288	urn:uuid:a71d7cb8-3ec0-4cdc-84a2-a2397ba4211e	urn:uuid:9bfc120d-1ad6-5988-ac4c-2d60c9c41b4e	urn:uuid:a71d7cb8-3ec0-4cdc-84a2-a2397ba4211e	NHMO	BI	NHMO-BI-25203/1-B | NHMO-BI-25203/2-S	25203	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Gohli, Jostein; Stensrud, Even; Garcia-del-Rey, Eduardo"	Male	Adult	Blood	Existing	27.04.2010	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, El Rosario		28.425833	-16.384722		"Laskemoen, Terje; Gohli, Jostein; Stensrud, Even; Garcia-del-Rey, Eduardo"	27.04.2010		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96% | Formalin	Blood | Sperm sample						Tissue			
289	urn:uuid:8df2e079-3215-44f9-ae7b-9da1f5ea2229	urn:uuid:9c4516e3-aab6-5952-be77-d7baa0eb29f2	urn:uuid:8df2e079-3215-44f9-ae7b-9da1f5ea2229	NHMO	BI	NHMO-BI-40103/1-B	40103	Natural History Museum, University of Oslo, Norway	MaterialSample		Røer, Jan Erik	Female		Blood	Existing	19.09.2003	Norway	Vest-Agder	Kvinesdal	ØYESTRANDA		58.283333	06.sep		Røer, Jan Erik	19.09.2003		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
290	urn:uuid:f68f9071-f2db-48a7-965c-15f926e5938c	urn:uuid:9c8a1ecd-931a-554e-afb6-a9a3e2fc225f	urn:uuid:f68f9071-f2db-48a7-965c-15f926e5938c	NHMO	BI	NHMO-BI-27863/1-B	27863	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	04.05.2011	Portugal	Madeira		Quiemadas		32.783833	-16.906306		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	04.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
291	urn:uuid:55b9d793-457a-4e06-8c70-d371bc63f213	urn:uuid:9cf2b752-4023-50f1-bd2b-c5b54d1a8739	urn:uuid:55b9d793-457a-4e06-8c70-d371bc63f213	NHMO	BI	NHMO-BI-40122/1-B | NHMO-BI-40122/2-D	40122	Natural History Museum, University of Oslo, Norway	MaterialSample		Røer, Jan Erik	Male		Blood	Existing	24.09.2003	Norway	Vest-Agder	Kvinesdal	ØYESTRANDA		58.283333	06.sep		Røer, Jan Erik	24.09.2003		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
292	urn:uuid:f15da372-1666-4c5e-9e8d-17988b2b0327	urn:uuid:9d48ba5a-f129-5d75-8bb5-33553fbc37fd	urn:uuid:f15da372-1666-4c5e-9e8d-17988b2b0327	NHMO	BI	NHMO-BI-42928/1-T | NHMO-BI-42928/2-P | NHMO-BI-42928/3-D	42928	Natural History Museum, University of Oslo, Norway	MaterialSample		Bjerke, Bjørn Aksel	Male	Adult	Tissue	Existing	2000-09	Norway	Østfold	Eidsberg	Sameia					Bjerke, Bjørn Aksel	2000-09		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Dry | Buffer	MaterialSample | Study skin | gDNA					BON428-07	Tissue | Specimen | DNA			
293	urn:uuid:92b01438-b425-49fc-a849-bc0215b93f28	urn:uuid:9d62fae8-e771-5af1-a527-4cd09ee9bac8	urn:uuid:92b01438-b425-49fc-a849-bc0215b93f28	NHMO	BI	NHMO-BI-18219/1-B	18219	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Female		Blood	Existing	24.03.2009	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, Lagunetas		28.416667	-16.416667		Lifjeld, Jan T.	24.03.2009		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96%	Blood						Tissue			
294	urn:uuid:ab22ca8b-020a-48c2-8faa-d0fe3238b9fc	urn:uuid:9d89de8a-b844-5f76-8ff1-301d01262fa8	urn:uuid:ab22ca8b-020a-48c2-8faa-d0fe3238b9fc	NHMO	BI	NHMO-BI-59078/1-P	59078	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Ræder (Dr.), Johan Georg	Unknown	Unknown	Study skin	Existing	01.01.1935	Angola			Angola (Portugisisk Vest-Afrika)					Ræder (Dr.), Johan Georg	01.01.1935		Oenanthe leucura (Gmelin, JF, 1789)	Passeriformes	Muscicapidae	Oenanthe	leucura		species	(Gmelin, JF, 1789)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903464&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903465&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903466&type=jpeg
295	urn:uuid:97e60d32-ebdc-47e5-9169-d620fd5a4f74	urn:uuid:9f6a3011-cb35-584f-8819-e4a558a348ed	urn:uuid:97e60d32-ebdc-47e5-9169-d620fd5a4f74	NHMO	BI	NHMO-BI-39320/1-B	39320	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Female		Blood	Existing	01.03.1997	Norway	Telemark	Skien	Gimsøy		59.183333	9.616667		Lifjeld, Jan T.	01.03.1997		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
296	urn:uuid:a51324ab-db84-4528-bfbd-b0898cf92557	urn:uuid:a005cd75-15f5-5c42-9486-62248d3ce6ca	urn:uuid:a51324ab-db84-4528-bfbd-b0898cf92557	NHMO	BI	NHMO-BI-63366/1-P	63366	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Oddi, Ettore Arrigoni Degli	Male	Unknown	Study skin	Existing	1897-12-30	Italy			Venezia					Oddi, Arrigoni Degli	1897-12-30		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210809&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210810&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210812&type=jpeg
297	urn:uuid:f8bb3ca2-4bfb-4864-ab3c-728607115ba2	urn:uuid:a1bd57a7-d424-5199-a9f8-a6af035d51d1	urn:uuid:f8bb3ca2-4bfb-4864-ab3c-728607115ba2	NHMO	BI	NHMO-BI-27582/1-B	27582	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	Female	Adult	Blood	Existing	10.03.2011	Portugal	Madeira		Quiemadas		32.783833	-16.906306		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	10.03.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
298	urn:uuid:dfd8be69-5c4b-4658-995e-63aadda13975	urn:uuid:a2ba618a-71f2-595d-8c22-0df74d15ea11	urn:uuid:dfd8be69-5c4b-4658-995e-63aadda13975	NHMO	BI	NHMO-BI-27609/1-B	27609	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	Female	Adult	Blood	Existing	11.03.2011	Portugal	Madeira		Santana		32.786694	-16.89775		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	11.03.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
299	urn:uuid:445d0861-ddc2-4a0a-a4de-5c3d68ea3f46	urn:uuid:a3d62379-eb30-5741-8b56-8a10a0bd7930	urn:uuid:445d0861-ddc2-4a0a-a4de-5c3d68ea3f46	NHMO	BI	NHMO-BI-8865/1-B	8865	Natural History Museum, University of Oslo, Norway	MaterialSample		Nilsen, Øystein Birkeland	Unknown		Blood	Existing	19.05.2005	Norway	Rogaland	Utsira	Utsira		59.3	4.883333		Nilsen, Øystein Birkeland	19.05.2005		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
300	urn:uuid:271a32fc-3be3-492d-a8e4-ddaf9e5ac0c3	urn:uuid:a3fbf57a-4ebd-56a4-8bae-a732fb202cb7	urn:uuid:271a32fc-3be3-492d-a8e4-ddaf9e5ac0c3	NHMO	BI	NHMO-BI-103420/1-O	103420	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Rowe, Melissah	Male	Adult	Skull (cranium and mandibles/beak)	Existing	21.05.2016	Italy	Apulia		Masseria Montanari III		41.91021	15.853607		Rowe, Melissah	21.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Skull (cranium and mandibles/beak)		Bjerke, Bjørn Aksel	2019			Specimen			
301	urn:uuid:14a161f1-3fc5-43a3-aeba-8964f6d2bc16	urn:uuid:a3ce01f9-9282-59ab-91ae-22542114a1f2	urn:uuid:14a161f1-3fc5-43a3-aeba-8964f6d2bc16	NHMO	BI	NHMO-BI-27794/1-B | NHMO-BI-27794/2-D | NHMO-BI-27794/3-S	27794	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	28.04.2011	Spain	Canarias	Santa Cruz de Tenerife	La Gomera, Garajonay		28.107694	-17.254389		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	28.04.2011		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96% |  | Formalin, w/PBS	Blood | gDNA | Sperm sample	 | Omega EZNA kit, plate	 | Johannessen, Lars Erik	 | 2011-06-21		BONMA262-11	Tissue | DNA			
302	urn:uuid:b9e44987-dbfc-4988-a62e-0b9fce67d3bd	urn:uuid:a45a285b-1616-59f3-b9c7-40526181a5c1	urn:uuid:b9e44987-dbfc-4988-a62e-0b9fce67d3bd	NHMO	BI	NHMO-BI-27919/1-B | NHMO-BI-27919/2-S	27919	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	06.05.2011	Portugal	Madeira		Quembradas		32.816444	-16.901944		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	06.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96% | Formalin, w/PBS	Blood | Sperm sample						Tissue			
303	urn:uuid:1a3e9ac4-6c58-48f5-85d7-c6dff98b6189	urn:uuid:a457e4d7-22f6-53b9-ab53-85607f7c67fe	urn:uuid:1a3e9ac4-6c58-48f5-85d7-c6dff98b6189	NHMO	BI	NHMO-BI-64682/1-P	64682	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Unknown	Adult	Preserved specimen	Existing					Unknown					Unknown	1773-06		Microcarbo pygmaeus (Pallas, 1773)	Suliformes	Phalacrocoracidae	Microcarbo	pygmaeus		species	(Pallas, 1773)	Dry	PreservedSpecimen		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13914516&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13914517&type=jpeg
304	urn:uuid:c836b748-a7f6-4a68-b346-db3e42c409dd	urn:uuid:a49def19-3e68-53e8-8957-5d3dd28e03d1	urn:uuid:c836b748-a7f6-4a68-b346-db3e42c409dd	NHMO	BI	NHMO-BI-27905/1-B | NHMO-BI-27905/2-S	27905	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	06.05.2011	Portugal	Madeira		Santana 2		32.797389	-16.891639		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	06.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96% | Formalin, w/PBS	Blood | Sperm sample						Tissue			
305	urn:uuid:dd61a583-d5e8-4498-a190-1b576fb69420	urn:uuid:a6de8d67-39a6-59b5-bb9f-ca15459e0a9c	urn:uuid:dd61a583-d5e8-4498-a190-1b576fb69420	NHMO	BI	NHMO-BI-27877/1-B	27877	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Female	Adult	Blood	Existing	04.05.2011	Portugal	Madeira		Santo da Serra		32.725611	-16.812778		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	04.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
306	urn:uuid:63766764-8891-46bd-9186-fa542fa96d1c	urn:uuid:a7eb7eba-f4ce-5e1d-b752-afdc25531230	urn:uuid:63766764-8891-46bd-9186-fa542fa96d1c	NHMO	BI	NHMO-BI-40763/1-B | NHMO-BI-40763/2-D	40763	Natural History Museum, University of Oslo, Norway	MaterialSample		Nilsen, Øystein Birkeland	Female		Blood	Existing	01.06.2004	Norway	Rogaland	Utsira	Utsira		59.3	4.883333		Nilsen, Øystein Birkeland	01.06.2004		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
307	urn:uuid:b80f2d52-e82c-4c5a-a01f-6792ff343762	urn:uuid:a88ea58b-410e-523f-b635-3d88d32dd44e	urn:uuid:b80f2d52-e82c-4c5a-a01f-6792ff343762	NHMO	BI	NHMO-BI-88200/1-S	88200	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	27.05.2016	Italy	Apulia		Lago Salso		41.541556	15.890056		Rowe, Melissah	27.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	27.05.2016			Tissue			
308	urn:uuid:aeca8b98-c951-4175-a14d-6d553d0720a3	urn:uuid:a8e9b7c6-8318-51d1-bf65-965cbc526bcc	urn:uuid:aeca8b98-c951-4175-a14d-6d553d0720a3	NHMO	BI	NHMO-BI-63281/1-P	63281	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Unknown	Unknown	Study skin	Existing		Russian Federation			S. Russia					Unknown			Melanocorypha yeltoniensis (Forster, JR, 1768)	Passeriformes	Alaudidae	Melanocorypha	yeltoniensis		species	(Forster, JR, 1768)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13913011&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13913012&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13913013&type=jpeg
309	urn:uuid:1942f9d3-43df-45e6-a461-d489244dfcac	urn:uuid:a97492ce-bffc-5f37-8d46-6e8c053b80d7	urn:uuid:1942f9d3-43df-45e6-a461-d489244dfcac	NHMO	BI	NHMO-BI-75295/1-E	75295	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Landmark, Anthon collection			Blown eggshell	Existing	1899-03-03	Cape Verde			Rosa del aqua, Fuertaventura, Capoverd Öer						1899-03-03		Cursorius cursor (Latham, 1787)	Charadriiformes	Glareolidae	Cursorius	cursor		species	(Latham, 1787)		Blown eggshell						Specimen			
310	urn:uuid:277c2e81-463c-4136-8fe3-3d87b37be4aa	urn:uuid:aa023ec0-c2c6-5f89-a5f0-1bae6d0a17f7	urn:uuid:277c2e81-463c-4136-8fe3-3d87b37be4aa	NHMO	BI	NHMO-BI-40120/1-B | NHMO-BI-40120/2-D	40120	Natural History Museum, University of Oslo, Norway	MaterialSample		Røer, Jan Erik	Male		Blood	Existing	24.09.2003	Norway	Vest-Agder	Kvinesdal	ØYESTRANDA		58.283333	06.sep		Røer, Jan Erik	24.09.2003		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
311	urn:uuid:ebeca0d4-6645-4db7-8ae9-33fc6a79a88f	urn:uuid:a9f5cb6b-6cb8-5f73-bf48-0fd3b8507ca5	urn:uuid:ebeca0d4-6645-4db7-8ae9-33fc6a79a88f	NHMO	BI	NHMO-BI-27867/1-B	27867	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Female	Adult	Blood	Existing	04.05.2011	Portugal	Madeira		Santo da Serra		32.725611	-16.812778		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	04.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
312	urn:uuid:bebfc1b4-72ab-4c4a-b5b6-3dc07064b3fb	urn:uuid:aa30d2c1-6576-5831-af7a-628d7243a883	urn:uuid:bebfc1b4-72ab-4c4a-b5b6-3dc07064b3fb	NHMO	BI	NHMO-BI-59222/1-P	59222	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Dahl, Knut	Female	Unknown	Preserved specimen	Existing	1894-02-25	Mozambique	Maputo Province		Delagoa Bay [Maputo Bay]		-25.852	32.567		Dahl, Knut	1894-02-25		Thalasseus bengalensis (Lesson, R, 1831)	Charadriiformes	Laridae	Thalasseus	bengalensis		species	(Lesson, R, 1831)	Dry	PreservedSpecimen		Anthonisen, Kristin				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903847&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903848&type=jpeg
313	urn:uuid:1c470d84-19ee-45c0-8d3d-70e3fa1fb1de	urn:uuid:ab0edc3f-d58a-5e95-8fe4-b97b60184381	urn:uuid:1c470d84-19ee-45c0-8d3d-70e3fa1fb1de	NHMO	BI	NHMO-BI-88770/1-P	88770	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown			Study skin	Existing	1987	Gambia								Unknown	1987		Ceryle rudis (Linnaeus, 1758)	Coraciiformes	Alcedinidae	Ceryle	rudis		species	(Linnaeus, 1758)	Dry	Study skin		Unknown	1987			Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14487931&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14487932&type=jpeg
314	urn:uuid:e055cb88-a5e2-435f-bac8-ec012a15d387	urn:uuid:ab33ca65-c3b0-5271-9461-ab7eee2896df	urn:uuid:e055cb88-a5e2-435f-bac8-ec012a15d387	NHMO	BI	NHMO-BI-40119/1-B | NHMO-BI-40119/2-D	40119	Natural History Museum, University of Oslo, Norway	MaterialSample		Røer, Jan Erik	Female		Blood	Existing	24.09.2003	Norway	Vest-Agder	Kvinesdal	ØYESTRANDA		58.283333	06.sep		Røer, Jan Erik	24.09.2003		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
315	urn:uuid:b9e4e5be-0fa7-4156-969e-6f0150d0f5fc	urn:uuid:acee5785-26a7-5452-ab94-0d5bc1c3126d	urn:uuid:b9e4e5be-0fa7-4156-969e-6f0150d0f5fc	NHMO	BI	NHMO-BI-40110/1-B | NHMO-BI-40110/2-D	40110	Natural History Museum, University of Oslo, Norway	MaterialSample		Røer, Jan Erik	Male		Blood	Existing	23.09.2003	Norway	Vest-Agder	Kvinesdal	ØYESTRANDA		58.283333	06.sep		Røer, Jan Erik	23.09.2003		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
316	urn:uuid:d916d27d-5300-405e-8363-d63d9646ca44	urn:uuid:ada446a8-d605-5b6c-b75b-de8d0f7db1cc	urn:uuid:d916d27d-5300-405e-8363-d63d9646ca44	NHMO	BI	NHMO-BI-27929/1-B	27929	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Female	Adult	Blood	Existing	06.05.2011	Portugal	Madeira		Achadinha		32.818944	-16.921778		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	06.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
317	urn:uuid:19055542-3956-4a65-a152-63557bf2d3c8	urn:uuid:adfb382e-5c05-547d-9745-3d6469bacf3b	urn:uuid:19055542-3956-4a65-a152-63557bf2d3c8	NHMO	BI	NHMO-BI-88769/1-P	88769	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown			Study skin	Existing	1987	Gambia								Unknown	1987		Ceryle rudis (Linnaeus, 1758)	Coraciiformes	Alcedinidae	Ceryle	rudis		species	(Linnaeus, 1758)	Dry	Study skin		Unknown	1987			Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14487929&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14487930&type=jpeg
318	urn:uuid:b346b1e2-6c59-40aa-b086-6a44ef0e083e	urn:uuid:af18c726-1035-5e0d-9166-8e6283b2a983	urn:uuid:b346b1e2-6c59-40aa-b086-6a44ef0e083e	NHMO	BI	NHMO-BI-27895/1-B | NHMO-BI-27895/2-S	27895	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	05.05.2011	Portugal	Madeira		Faja dos Rolos		32.740806	-16.803944		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	05.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96% | Formalin, w/PBS	Blood | Sperm sample						Tissue			
