basisOfRecord	catalogNumber	scientificName	institutionCode	collectionCode	scientificNameAuthorship	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	identifiedBy	identificationRemarks	dateIdentified	typeStatus	recordNumber	fieldNumber	recordedBy	eventDate	continent	country	stateProvince	county	locality	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters	verbatimElevation	verbatimDepth	habitat	associatedMedia	CreativeCommonsLicense	ArtObsID	relatedResourceID	coreid	musitModified	itemID	organismID	RelCatNo	RelCleanCatNo	rightsHolder	coremaBasisOfRecord	informationWithheld	preparations	materialSampleType	coremaModified	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	concentration	concentrationUnit	coremaRecordNumber	coremaRecordedBy	coremaEventDate	coremaCountry	coremaProvince	coremaCounty	coremaLocality	coremaElevation	coremaLat	coremaLong	coremaIdentificationRemarks	coremaTypeStatus	coremaIdentifiedBy	coremaDateIdentified	coremaScientificName	coremaGenus	coremaSpecificEpithet
Preserved specimen	304532	Entoloma sericatum	O	F	(Britzelm.) Sacc.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Tor Erik Brandrud, Bálint Dima, John Bjarne Jordal		2016-08-25		TEB 304-16		Tor Erik Brandrud, Bálint Dima, John Bjarne Jordal	2016-08-25		Norway	Trøndelag	Steinkjer	Steinkjer: Ogndalen, Støa, by river Ogna	11.761	64.0145	1	95 m		Swamp forest, Alnus, Betula, some Picea, tall herb veg.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14324363&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:304532	urn:uuid:f4ca3f26-01c1-4983-ba60-657126548229	2020-06-17	urn:uuid:f4ca3f26-01c1-4983-ba60-657126548229	urn:uuid:030b2434-dbb1-5d03-931f-779102abd920	O-DFL-7050/2-D	7050	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:49		gDNA		CCDB			NOBAS4538-17			TEB 304-16	Balint Dima,  John Bjarne Jordal,  Tor Erik Brandrud	2016-08-25	Norway	Nord-Trøndelag	Steinkjer	Ogndalen, Støa, by river Ogna	95	64.014532	11.761037			Balint Dima, John Bjarne Jordal, Tor Erik Brandrud	2016-08-25	Entoloma myrmecophilum (Romagn.) M.M.Moser	Entoloma	myrmecophilum
Preserved specimen	178529	Entoloma sororpratulense	O	F	J.B. Jordal, Karich, Dima & Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2021				Asbjørn Knutsen	2004-10-10		Norway	Vestland	Bømlo	Bømlo: Otterøya	5.4313	59.7223	7			Naturbeitemark				urn:catalog:O:F:178529	urn:uuid:736edeb7-6fdd-4ce2-9a97-ace1a71a0a53	2022-06-29	urn:uuid:736edeb7-6fdd-4ce2-9a97-ace1a71a0a53	urn:uuid:032475dc-bdc6-5b69-9bf0-b8627eda6db7	O-DFL-10633/2-D	10633	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:55	Dry	gDNA		CCDB			NOBAS6879-19				Asbjørn Knutsen	2004-10-10	Norway	Hordaland	Bømlo	Otterøya		59.720975	5.431724			John Bjarne Jordal	2004-10-10	Entoloma pratulense Noordel.	Entoloma	pratulense
Preserved specimen	67389	Entoloma turci	O	F	(Bres.) M.M. Moser	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2019-02-01				Geir Gaarder, Bjørn Harald Larsen	2004-09-16		Norway	Nordland	Vefsn	Forsheim, Vefsn	13.5516	66.0697	7			Slåtteeng	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114799&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:67389	urn:uuid:f3e8e6e4-3597-43d6-833f-457a7551eef9	2022-09-02	urn:uuid:f3e8e6e4-3597-43d6-833f-457a7551eef9	urn:uuid:0331ee30-6d15-5d4e-a0af-eb7100a89161	O-DFL-8582/2-D	8582	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:50	Dry	gDNA		CCDB			NOBAS5133-18				Geir Gaarder, Bjørn Harald Larsen	2004-09-16	Norway	Nordland	Vefsn	Forsheim, Vefsn		66.068067	13.55185			M. Noordeloos	2004-09-16	Entoloma leochromus Noordel. & Liiv var. obscurum Noordel. & Prüfert	Entoloma	leochromus
Preserved specimen	362590	Inocybe xanthomelas	O	F	Boursier & Kühner	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Perry Gunnar Larsen		2007-08-12		33-2007		Perry Gunnar Larsen	2007-08-12		Norway	Møre og Romsdal	Sula	Sula kommune, Nøringset.	6.0974	62.4093	71	Ca. 30 m		Corylus, betula.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15467992&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15467993&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:362590	urn:uuid:01fc24f7-f9bb-4393-a844-6200a72ed5d4	2022-09-07	urn:uuid:01fc24f7-f9bb-4393-a844-6200a72ed5d4	urn:uuid:0366af28-dccb-5de9-92c0-aae9c5d9b2ac	O-DFL-16066/2-D	16066	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-06-29T11:36:39	Dry	gDNA	CCDB	CCDB			NOBAS8163-21				Perry Larsen	2007-08-12	Norway	Møre og Romsdal	Sula	Nøringset.	30	62.408313	6.098615			Tor Erik Brandrud	2022	Inocybe subrimosa (P.Karst.) Sacc.	Inocybe	subrimosa
Preserved specimen	256661	Gymnopus	O	F	(Pers.) Roussel	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus							EB 20/19		Egil Bendiksen	2019-07-15		Norway	Oslo fylke	Oslo	Oslo, Teisen, Solvang Helsehus	10.8159	59.9161	7	106 m		On Lawn, hundreds of fruitbodies, edge of hedge, Lonicera tartarica etc., boreonemoral zone	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15116235&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256661	urn:uuid:96fecccd-fb4d-441d-8821-3a645f27fa2e	2021-10-06	urn:uuid:96fecccd-fb4d-441d-8821-3a645f27fa2e	urn:uuid:038ad2d8-4f6c-57d5-b723-1fb9136b5c99	O-DFL-15116/2-D	15116	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7749-19			EB 20/19	Egil Bendiksen	2019-07-15	Norway	Oslo	Oslo	Teisen, Solvang Helsehus	106	59.916102	10.815818			Egil Bendiksen	2019-07-15	Gymnopus sp.	Gymnopus	sp.
Preserved specimen	304586	Entoloma anatinum	O	F	(Lasch : Fr.) Donk	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Tor Erik Brandrud, Bálint Dima		2018-12-11				Anon.	2016-08-23		Norway	Trøndelag	Steinkjer	Steinkjer: Kvamsfjellet,  Noemsdalen, Kjerkolmyra	11.7914	64.2094	7			Calceous fen/forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14324386&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:304586	urn:uuid:bfc740c3-7621-4c0e-9837-cb5ad797ba4c	2020-06-17	urn:uuid:bfc740c3-7621-4c0e-9837-cb5ad797ba4c	urn:uuid:03facbdd-c94a-5ae9-8165-16844c93a458	O-DFL-7043/2-D	7043	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:49		gDNA		CCDB			NOBAS4531-17					2016-08-23	Norway	Nord-Trøndelag	Steinkjer	Kvamsfjellet, Noemsdalen, Kjerkolmyra		64.209396	11.791246	aff.		Tor Erik Brandrud	2016-08-23	Entoloma atrocoeruleum Noordel.	Entoloma	atrocoeruleum
Preserved specimen	253582	Rhizochaete violascens	O	F	(Fr.) K.H. Larss.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amylocorticiaceae	Ceraceomyces			Viacheslav Spirin				SS940		Sten Svantesson	2011-10-18		Norway	Vestfold og Telemark	Drangedal	Drangedal N	9.1226	59.215	1000			Old spruce dominated forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114137&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:253582	urn:uuid:985ec1bc-370c-4379-b310-e5240b291c22	2017-11-16	urn:uuid:985ec1bc-370c-4379-b310-e5240b291c22	urn:uuid:041baec7-f0d5-5ed9-a8a7-fd3da91308a7	O-DFL-8075/2-D	8075	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:59	Dry	gDNA		CCDB			NOCOR266-18			SS940	Sten Svantesson	2011-10-18	Norway	Telemark	Drangedal	Drangedal N		59.215007	9.122605			Viacheslav Spirin	2011-10-18	Ceraceomyces violascens (Fr.: Fr.) Jülich	Ceraceomyces	violascens
Preserved specimen	254404	Entoloma	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma							Jor 96-167		John Bjarne Jordal	1996-09-30		Norway	Møre og Romsdal	Fjord	Stordal: Storfjorden, Skotet, Inste Skotet	6.9066	62.412	70	240-260 m		Slåttemark; på marka	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115193&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:254404	urn:uuid:545515e8-bc0b-4abf-b4cc-1f4277dcb408	2018-12-04	urn:uuid:545515e8-bc0b-4abf-b4cc-1f4277dcb408	urn:uuid:0429004d-2e19-5794-b314-f1451a3247de	O-DFL-9351/2-D	9351	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:53	Dry	gDNA		CCDB			NOBAS5709-18			Jor 96-167	John Bjarne Jordal	1996-09-30	Norway	Møre og Romsdal	Stordal	Storfjorden, Skotet, Inste Skotet	240	62.412017	6.906587			John Bjarne Jordal	1996-09-30	Entoloma sp.	Entoloma	sp.
Preserved specimen	304866	Pseudosperma obsoletum	O	F	(Quadr.) Valade	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Tor Erik Brandrud	cf.	2016-07-28		TEB 78-16		Tor Erik Brandrud	2016-07-28		Norway	Vestfold og Telemark	Kragerø	Kragerø: Grønnåsen NR (Grønnåsliane)	9.3278	58.8745				rik rasmarkslindeskog, fuktig parti	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14254996&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14324474&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:304866	urn:uuid:83cdc655-9d29-485d-a405-6481bc028f52	2018-12-04	urn:uuid:83cdc655-9d29-485d-a405-6481bc028f52	urn:uuid:0462023a-3be7-58d2-a2ed-5724d325cc35	O-DFL-6675/2-D	6675	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:47		gDNA		CCDB			NOBAS4163-17			TEB 78-16	Tor Erik Brandrud	2016-07-28	Norway	Telemark	Kragerø	Grønnåsen NR (Grønnåsliane)		58.874465	9.327777	cf.		Tor Erik Brandrud	2016-07-28	Inocybe obsoleta Romagn.	Inocybe	obsoleta
Preserved specimen	158290	Entoloma subcuboideum	O	F	Noordel., J.B. Jordal, Vila & Dima	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2021		JBJ-3110		John Bjarne Jordal	2005-08-19		Norway	Trøndelag	Oppdal	Oppdal: Vinstradalen, nedre del	9.6322	62.5162	71	710 m		Kalkrik naturbeitemark	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114621&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:158290	urn:uuid:2f606800-27ac-4564-bde1-d43594aa941e	2022-06-29	urn:uuid:2f606800-27ac-4564-bde1-d43594aa941e	urn:uuid:04976b14-d917-5f34-a55b-7daefddf748b	O-DFL-8664/2-D	8664	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:51	Dry	gDNA		CCDB			NOBAS5215-18			JBJ-3110	John Bjarne Jordal	2005-08-19	Norway	Sør-Trøndelag		Vinstradalen, nedre del	710	62.515167	9.633099			John Bjarne Jordal	2005-08-19	Entoloma rhombisporum (Kühner & Boursier) E.Horak	Entoloma	rhombisporum
Preserved specimen	260188	Inocybe brunnescentipes	O	F	E. Ludw.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Ellen Larsson		2018-02-06				Ellen Larsson	2015-08-12		Norway	Svalbard	Nordenskiöld Land	Revneset	15.6153	78.2753				Rik li med rynkevier, polarvier, reinrose med mer. Fuktsig innimellom	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321397&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:260188	urn:uuid:ec44a6bf-700b-4918-b34a-2cf4307478c5	2018-02-28	urn:uuid:ec44a6bf-700b-4918-b34a-2cf4307478c5	urn:uuid:04c753a7-b434-5a9b-bd31-789fe90a8c35	O-DFL-3429/2-D	3429	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:45		gDNA		CCDB			NOBAS2374-16				Ellen Larsson	2015-08-12	Norway	Svalbard	Nordenskiöld Land	Revneset		78.27533	15.61533	cf.		Ellen Larsson	2015-08-12	Inocybe taxocystis (J.Favre) Singer	Inocybe	taxocystis
Preserved specimen	249029	Inocybe flocculosa	O	F	(Berk.) Sacc.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Karl-Henrik Larsson		2015-05-12		TEB 82-13		Tor Erik Brandrud	2013-07-06		Norway	Viken	Ringerike	Ringerike: Viul N, kanten av Eggemoen mot Randselva	10.3399	60.2153	7			meget rik, bratt sandfuruskog (nærmest kalkfuruskog med rødflangre mm.)	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13255914&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:249029	urn:uuid:344196ea-08de-4f10-943c-ca56505b4152	2017-01-19	urn:uuid:344196ea-08de-4f10-943c-ca56505b4152	urn:uuid:04ddc643-6843-51e4-8549-349c93eae827	O-DFL-2094/2-D	2094	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:39		gDNA					NOBAS1368-15			TEB 82-13	Tor Erik Brandrud TEB 82-13	2013-07-06	Norway	Buskerud	Ringerike	Viul N, kanten av Eggemoen mot Randselva		60.215278	10.339774			Tor Erik Brandrud	2013-07-06	Inocybe leiocephala D.E.Stuntz	Inocybe	leiocephala
Preserved specimen	256689	Cortinarius	O	F	(Pers.) Gray	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius							KB&EB 379/88		Katriina Bendiksen, Egil Bendiksen	1988-08-13		Norway	Svalbard	Oscar II Land	Ny Ålesund (reindeer locality)	11.868	78.859	1000				https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115633&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256689	urn:uuid:bc0a9315-8bf1-46db-aca2-a5e2d17b3a93	2022-05-19	urn:uuid:bc0a9315-8bf1-46db-aca2-a5e2d17b3a93	urn:uuid:04e3db8b-dfbd-5ebe-925d-6103ec32d310	O-DFL-15239/2-D	15239	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7872-19			KB&EB 379/88	Katriina Bendiksen, Egil Bendiksen	1988-08-13	Norway	Svalbard	Oscar II Land	Ny Ålesund (reindeer locality)		78.859	11.868			Katriina Bendiksen, Egil Bendiksen	1988-08-13	Cortinarius sp.	Cortinarius	sp.
Preserved specimen	281299	Entoloma rhombisporoides	O	F	Noordel., O.V. Morozova & Dima	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2020-04-19		4661		Geir Gaarder, Arne Heggland	2005-08-30		Norway	Nordland	Hattfjelldal	Salomontjørna østside	13.7903	65.5507	7			I kalkrik skogseng i granskog	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15116272&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15116274&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:281299	urn:uuid:3bd4fc46-5370-4242-9392-1c47723d147b	2022-06-28	urn:uuid:3bd4fc46-5370-4242-9392-1c47723d147b	urn:uuid:04f4e25d-0600-548e-92e0-f2a49a7cb6d4	O-DFL-15108/2-D	15108	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7741-19			4661	Geir Gaarder, Arne Heggland	2005-08-30	Norway	Nordland	Hattfjelldal	Salomontjørna østside		65.549075	13.790559			Geir Gaarder	2005-08-30	Entoloma pratulense Noordel.	Entoloma	pratulense
Preserved specimen	258070	Ramaria flavobrunnescens	O	F	(G.F. Atk.) Corner	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria			Mika Toivonen		2022-07-22		7636		Geir Gaarder, Sylvelin Tellnes	2018-09-05		Norway	Vestland	Luster	Luster: Bargarden	7.4787	61.4489	10			Kalkrike hasselkratt	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15468128&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:258070	urn:uuid:1be73323-99b1-490d-af91-612b15c2fe20	2022-08-11	urn:uuid:1be73323-99b1-490d-af91-612b15c2fe20	urn:uuid:053751ae-c2e1-5896-a3f6-e3ee8e481ae4	O-DFL-16350/2-D	16350	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:36	Dry	gDNA		CCDB			NOBAS8359-21				Geir Gaarder, Sylvelin Tellnes	2018-09-05	Norway	Vestland	Luster	Bargarden		61.448923	7.478735			Geir Gaarder	2018-09-05	Ramaria lutea (Vittad.) Schild	Ramaria	lutea
Preserved specimen	253629	Membranomyces	O	F	Jülich	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Membranomyces			Karl-Henrik Larsson				SS382		Sten Svantesson	2011-09-22		Norway	Trøndelag	Tydal	Tydal: Hilmo	11.39	63.0432	100			Old spruce dominated forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114185&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:253629	urn:uuid:bc82590b-d705-46d9-a27e-01f3abf33beb	2017-11-16	urn:uuid:bc82590b-d705-46d9-a27e-01f3abf33beb	urn:uuid:053c9086-62a1-5865-91ac-4d38008989ae	O-DFL-8122/2-D	8122	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:59	Dry	gDNA		CCDB			NOCOR313-18			SS382	Sten Svantesson	2011-09-22	Norway	Sør-Trøndelag	Tydal	Hilmo		63.043185	11.389978			Karl-Henrik Larsson	2011-09-22	Membranomyces sp.	Membranomyces	sp.
Preserved specimen	75588	Imleria badia	O	F	(Fr. : Fr.) Vizzini	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus			Gjertrud Jensen		2014-09-12				Sieglinde Hansen, Berit Krømer, Inger Johanne Stangeland, Gjertrud Jensen, Solrunn Hatle, Jostein Jektnes, Marit Nystadbakk, Susanne Friis Pedersen	2014-09-12		Norway	Viken	Nordre Follo	Oppegård: Bestemorstranda	10.7606	59.8231	200			Gran, furu, mose	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13254499&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/	2362988	urn:catalog:O:F:75588	urn:uuid:9bbda910-e77f-4fe2-a8b7-d5e653af677a	2020-01-20	urn:uuid:9bbda910-e77f-4fe2-a8b7-d5e653af677a	urn:uuid:0560fab6-f06c-5514-ba9f-5a5769edcf93	O-DFL-171/3-D	171	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:26	Dry	gDNA		Canadian Centre for DNA barcod			NOBAS264-14				Sieglinde Hansen, Berit Krømer, Inger Johanne Stangeland, Gjertrud Jensen, Solrunn Hatle, Jostein Jektnes, Marit Nystadbakk, Susanne Friis Pedersen	2014-09-12	Norway	Akershus	Oppegård	Oppegård: Bestemorstranda		59.82308	10.76064			Gjertrud Jensen	2014-09-12	Xerocomus badius (Fr.: Fr.) E.-J.Gilbert	Xerocomus	badius
Preserved specimen	75588	Imleria badia	O	F	(Fr. : Fr.) Vizzini	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus			Gjertrud Jensen		2014-09-12				Sieglinde Hansen, Berit Krømer, Inger Johanne Stangeland, Gjertrud Jensen, Solrunn Hatle, Jostein Jektnes, Marit Nystadbakk, Susanne Friis Pedersen	2014-09-12		Norway	Viken	Nordre Follo	Oppegård: Bestemorstranda	10.7606	59.8231	200			Gran, furu, mose	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13254499&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/	2362988	urn:catalog:O:F:75588	urn:uuid:db99272d-7a28-4803-a971-22b0bc6fdb2f	2020-01-20	urn:uuid:db99272d-7a28-4803-a971-22b0bc6fdb2f	urn:uuid:0560fab6-f06c-5514-ba9f-5a5769edcf93	O-DFL-171/2-D	171	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:26		gDNA					NOBAS264-14				Sieglinde Hansen, Berit Krømer, Inger Johanne Stangeland, Gjertrud Jensen, Solrunn Hatle, Jostein Jektnes, Marit Nystadbakk, Susanne Friis Pedersen	2014-09-12	Norway	Akershus	Oppegård	Oppegård: Bestemorstranda		59.82308	10.76064			Gjertrud Jensen	2014-09-12	Xerocomus badius (Fr.: Fr.) E.-J.Gilbert	Xerocomus	badius
Preserved specimen	303797	Hebeloma helodes	O	F	J. Favre	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma			Henry J. Beker, Ursula Eberhardt		2021				Morten Pettersen	2013-10-13		Norway	Viken	Fredrikstad	Fredrikstad: Haugen	11.0334	59.241				Hogstplass, gran, furu	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14323451&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:303797	urn:uuid:f2b8a4ae-5f38-400c-9c74-d6fe620391d9	2021-11-19	urn:uuid:f2b8a4ae-5f38-400c-9c74-d6fe620391d9	urn:uuid:0597c165-e77f-5e52-acad-d13c331b6d78	O-DFL-4846/2-D	4846	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:22:04		gDNA		CCDB							Morten Pettersen	2013-10-13	Norway	Østfold	Fredrikstad	Haugen		59.241027	11.033392			Øyvind Weholt	2013-10-13	Hebeloma pusillum J.E.Lange	Hebeloma	pusillum
Preserved specimen	73364	Entoloma	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Gro Gulden	cf.	2001-08-18		34/01		Gro Gulden	2001-08-18		Norway	Svalbard	Nordenskiöld Land	Longyearbyen, Nybyen - Longyearbreen	15.5633	78.1973	500				https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15468083&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:73364	urn:uuid:bf00ad33-6e2f-4800-adcc-e372e8880dbd	2021-07-12	urn:uuid:bf00ad33-6e2f-4800-adcc-e372e8880dbd	urn:uuid:05c9ce9e-9c68-5748-8fc9-085b856a17c3	O-DFL-16341/2-D	16341	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:36	Dry	gDNA		CCDB			NOBAS8350-21				Gro Gulden	2001-08-18	Norway	Svalbard	Nordenskiöld Land	Longyearbyen, Nybyen - Longyearbreen		78.197251	15.563294			Gro Gulden	2001-08-18	Entoloma sp.	Entoloma	sp.
Preserved specimen	251971	Lyophyllum ozes	O	F	(Fr.) Singer	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Tephrocybe			Bálint Dima, Tor Erik Brandrud		2016-05		TEB 538-15		Bálint Dima, Tor Erik Brandrud	2015-09-23		Norway	Viken	Asker	Røyken: Bøsnipa	10.4707	59.7696	10			Kalklindeskog	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321198&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:251971	urn:uuid:4522db6e-b882-4ccc-81b2-7fd0b7ab8896	2022-08-18	urn:uuid:4522db6e-b882-4ccc-81b2-7fd0b7ab8896	urn:uuid:05e36f6a-7003-5bcd-bfe8-1ec0dd39d87f	O-DFL-3153/2-D	3153	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:43		gDNA		CCDB			NOBAS2121-16			TEB 538-15	Balint Dima, Tor Erik Brandrud	2015-09-23	Norway	Buskerud	Røyken	Røyken: Bøsnipa		59.769525	10.470563	cf.		T.E. Brandrud	2015-09-23	Entoloma speculum (Fr.) Quél.	Entoloma	speculum
Preserved specimen	256641	Cortinarius fragrantissimus	O	F	Ammirati, Beug, Liimat., Niskanen & O. Ceska	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Klaus Høiland	cf.	2022-09-07		51-19-KH		Klaus Høiland, Ingrid Vesterdal Tjessem	2019-08-28		Norway	Svalbard	Nordenskiöld Land	Nordenskiöld Land, Endalen	15.7635	78.1864	100			Moderate snow bed, SE slope	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115578&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115581&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256641	urn:uuid:1e297014-fa61-4b18-ac97-65070d60196b	2022-10-18	urn:uuid:1e297014-fa61-4b18-ac97-65070d60196b	urn:uuid:06106aeb-594a-53a9-9e5a-628a30107eb2	O-DFL-15195/2-D	15195	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7828-19			51-19-KH	Klaus Høiland, Ingrid Vesterdal Tjessem	2019-08-28	Norway	Svalbard	Nordenskiöld Land	Endalen		78.18639	15.76348	cf.		Klaus Høiland	2019-08-28	Cortinarius fulvescens Fr.	Cortinarius	fulvescens
